id,age,sex,bmi,children,smoker,region,costs,phone,recordnum,opted_out
419,63,female,27.0,0,yes,NA,28950.47,751164831,2992721,0
420,64,male,33.9,0,yes,EMEA,46889.26,641492632,5735234,0
421,61,male,35.9,0,yes,EMEA,46599.11,552164453,5451281,0
422,40,male,32.8,1,yes,NA,39125.33,649328919,5361955,1
423,25,male,30.6,0,no,NA,2727.40,774514438,6864193,0
424,48,male,30.2,2,no,EMEA,8968.33,581476734,8351613,1
425,45,male,24.3,5,no,EMEA,9788.87,324285428,8627939,0
426,38,female,27.3,1,no,NA,6555.07,692963697,4131499,0
427,18,female,29.2,0,no,NA,7323.73,134686155,8142542,0
428,21,female,16.8,1,no,NA,3167.46,748112412,2711414,0
429,27,female,30.4,3,no,NA,18804.75,672841685,8334171,0
430,19,male,33.1,0,no,EMEA,23082.96,845153513,1948215,0
431,29,female,20.2,2,no,NA,4906.41,445477639,4153685,0
432,42,male,26.9,0,no,EMEA,5969.72,854423944,1283427,0
433,60,female,30.5,0,no,EMEA,12638.20,378348458,1173512,0
434,31,male,28.6,1,no,NA,4243.59,519271714,6264925,0
435,60,male,33.1,3,no,EMEA,13919.82,699112474,4696291,0
436,22,male,31.7,0,no,NA,2254.80,728419484,5644667,0
437,35,male,28.9,3,no,EMEA,5926.85,962634478,1632449,0
438,52,female,46.8,5,no,EMEA,12592.53,779484971,8238424,0
439,26,male,29.5,0,no,NA,2897.32,635486334,6213843,0
440,31,female,32.7,1,no,NA,4738.27,952299528,5673791,0
441,33,female,33.5,0,yes,EMEA,37079.37,373281578,7698247,1
442,18,male,43.0,0,no,EMEA,1149.40,113859275,5477688,0
443,59,female,36.5,1,no,EMEA,28287.90,489815959,2886798,0
444,56,male,26.7,1,yes,NA,26109.33,435929614,5729656,0
445,45,female,33.1,0,no,EMEA,7345.08,834232594,4914492,0
446,60,male,29.6,0,no,NA,12731.00,914731611,2157189,0
447,56,female,25.7,0,no,NA,11454.02,274856998,8223526,0
448,40,female,29.6,0,no,EMEA,5910.94,861252212,9676168,0
449,35,male,38.6,1,no,EMEA,4762.33,619993166,5953938,0
450,39,male,29.6,4,no,EMEA,7512.27,599287234,9541221,0
451,30,male,24.1,1,no,NA,4032.24,393647328,2536647,0
452,24,male,23.4,0,no,EMEA,1969.61,844163985,3226198,0
453,20,male,29.7,0,no,NA,1769.53,548889346,5169529,0
454,32,male,46.5,2,no,EMEA,4686.39,444115149,4168779,0
455,59,male,37.4,0,no,EMEA,21797.00,451981341,4227952,0
456,55,female,30.1,2,no,EMEA,11881.97,866319528,5245797,0
457,57,female,30.5,0,no,NA,11840.78,786236487,2792168,0
458,56,male,39.6,0,no,EMEA,10601.41,653268823,6248755,0
459,40,female,33.0,3,no,EMEA,7682.67,748133416,5583853,1
460,49,female,36.6,3,no,EMEA,10381.48,328543837,2252638,0
461,42,male,30.0,0,yes,EMEA,22144.03,151575191,4648444,0
462,62,female,38.1,2,no,NA,15230.32,466924931,3643193,1
463,56,male,25.9,0,no,NA,11165.42,485188441,3249543,0
464,19,male,25.2,0,no,NA,1632.04,179524454,6877944,0
465,30,female,28.4,1,yes,EMEA,19521.97,215969644,5334975,0
466,60,female,28.7,1,no,EMEA,13224.69,472753941,7789672,0
467,56,female,33.8,2,no,NA,12643.38,861515374,2675537,0
468,28,female,24.3,1,no,NA,23288.93,238121496,4766578,0
469,18,female,24.1,1,no,EMEA,2201.10,182461442,2248497,0
470,27,male,32.7,0,no,EMEA,2497.04,951936111,2487254,0
471,18,female,30.1,0,no,NA,2203.47,573874417,9363385,0
472,19,female,29.8,0,no,EMEA,1744.47,399284132,5676611,0
473,47,female,33.3,0,no,NA,20878.78,956638454,7574615,0
474,54,male,25.1,3,yes,EMEA,25382.30,393632826,8926299,0
475,61,male,28.3,1,yes,NA,28868.66,231365988,8537557,0
476,24,male,28.5,0,yes,NA,35147.53,497475731,4442871,0
477,25,male,35.6,0,no,NA,2534.39,227876799,7332496,0
478,21,male,36.9,0,no,EMEA,1534.30,547531642,8225856,1
479,23,male,32.6,0,no,EMEA,1824.29,467619589,6448422,0
480,63,male,41.3,3,no,NA,15555.19,622151664,9188633,0
481,49,male,37.5,2,no,EMEA,9304.70,879312945,8584884,0
482,18,female,31.4,0,no,EMEA,1622.19,675677321,4324274,0
483,51,female,39.5,1,no,EMEA,9880.07,862969624,5932644,0
484,48,male,34.3,3,no,EMEA,9563.03,498332511,1331456,0
485,31,female,31.1,0,no,NA,4347.02,699785821,1527362,0
486,54,female,21.5,3,no,NA,12475.35,684355748,2921292,0
487,19,male,28.7,0,no,EMEA,1253.94,159892948,4259811,0
488,44,female,38.1,0,yes,EMEA,48885.14,614788277,3332519,0
489,53,male,31.2,1,no,NA,10461.98,881338287,4378249,0
490,19,female,32.9,0,no,EMEA,1748.77,541853844,3527329,0
491,61,female,25.1,0,no,EMEA,24513.09,939584779,4547163,0
492,18,female,25.1,0,no,NA,2196.47,862242162,1292844,0
493,61,male,43.4,0,no,EMEA,12574.05,586977962,6993547,0
494,21,male,25.7,4,yes,EMEA,17942.11,356144682,6415564,0
495,20,male,27.9,0,no,NA,1967.02,475137844,7397259,0
496,31,female,23.6,2,no,EMEA,4931.65,384927458,9834519,0
497,45,male,28.7,2,no,EMEA,8027.97,268616975,4114892,0
498,44,female,24.0,2,no,EMEA,8211.10,576266219,4452666,0
499,62,female,39.2,0,no,EMEA,13470.86,459421624,3674481,0
500,29,male,34.4,0,yes,EMEA,36197.70,611134825,1893584,0
501,43,male,26.0,0,no,NA,6837.37,661162413,1594522,0
502,51,male,23.2,1,yes,EMEA,22218.11,263176876,4829341,0
503,19,male,30.3,0,yes,EMEA,32548.34,591127954,8285142,0
504,38,female,28.9,1,no,EMEA,5974.38,341362486,9542989,0
505,37,male,30.9,3,no,NA,6796.86,766533151,1351491,0
506,22,male,31.4,1,no,NA,2643.27,596911184,4396874,0
507,21,male,23.8,2,no,NA,3077.10,785157841,6148399,0
508,24,female,25.3,0,no,NA,3044.21,181924724,5637216,0
509,57,female,28.7,0,no,EMEA,11455.28,372161115,4321249,0
510,56,male,32.1,1,no,NA,11763.00,294866144,2276999,0
511,27,male,33.7,0,no,EMEA,2498.41,478771423,2561742,0
512,51,male,22.4,0,no,NA,9361.33,486234771,9525418,0
513,19,male,30.4,0,no,EMEA,1256.30,339812129,1683743,1
514,39,male,28.3,1,yes,EMEA,21082.16,854317765,4583381,0
515,58,male,35.7,0,no,EMEA,11362.76,931918542,8532869,0
516,20,male,35.3,1,no,EMEA,27724.29,582622977,6951649,0
517,45,male,30.5,2,no,NA,8413.46,947957644,3756375,0
518,35,female,31.0,1,no,EMEA,5240.77,293435934,8296438,0
519,31,male,30.9,0,no,NA,3857.76,631637593,2413632,0
520,50,female,27.4,0,no,NA,25656.58,957294113,8217593,0
521,32,female,44.2,0,no,EMEA,3994.18,684377612,7998551,0
522,51,female,33.9,0,no,NA,9866.30,576872573,4278836,0
523,38,female,37.7,0,no,EMEA,5397.62,753698895,7246534,0
524,42,male,26.1,1,yes,EMEA,38245.59,744525476,1672823,0
525,18,female,33.9,0,no,EMEA,11482.63,469334127,5735847,0
526,19,female,30.6,2,no,NA,24059.68,843651515,4461129,0
527,51,female,25.8,1,no,EMEA,9861.03,285626547,7848893,0
528,46,male,39.4,1,no,NA,8342.91,614343311,4225385,0
529,18,male,25.5,0,no,NA,1708.00,921336984,3672764,1
530,57,male,42.1,1,yes,EMEA,48675.52,383976213,3339617,0
531,62,female,31.7,0,no,NA,14043.48,237445994,1921749,0
532,59,male,29.7,2,no,EMEA,12925.89,644495526,5436296,0
533,37,male,36.2,0,no,EMEA,19214.71,285499528,1463771,0
534,64,male,40.5,0,no,EMEA,13831.12,833241979,3122525,0
535,38,male,28.0,1,no,NA,6067.13,498765418,8176838,0
536,33,female,38.9,3,no,EMEA,5972.38,791576937,9538155,0
537,46,female,30.2,2,no,EMEA,8825.09,694465332,3768155,0
538,46,female,28.1,1,no,EMEA,8233.10,336316147,4388845,0
539,53,male,31.4,0,no,EMEA,27346.04,731325354,2232177,0
540,34,female,38.0,3,no,EMEA,6196.45,293221873,2549487,0
541,20,female,31.8,2,no,EMEA,3056.39,354114434,9439758,0
542,63,female,36.3,0,no,EMEA,13887.20,499783441,8185374,0
543,54,female,47.4,0,yes,EMEA,63770.43,463832258,9561231,0
544,54,male,30.2,0,no,NA,10231.50,992567779,6855684,0
545,49,male,25.8,2,yes,NA,23807.24,977631647,4635822,0
546,28,male,35.4,0,no,NA,3268.85,993431557,1475464,0
547,54,female,46.7,2,no,EMEA,11538.42,791199816,5521761,0
548,25,female,28.6,0,no,NA,3213.62,852554822,6424433,0
549,43,female,46.2,0,yes,EMEA,45863.21,245329633,8135859,0
550,63,male,30.8,0,no,EMEA,13390.56,183153468,8459964,0
551,32,female,28.9,0,no,EMEA,3972.92,864689232,2623867,0
552,62,male,21.4,0,no,EMEA,12957.12,127678215,5691129,0
553,52,female,31.7,2,no,NA,11187.66,149797221,7956752,0
554,25,female,41.3,0,no,NA,17878.90,185532454,7528591,0
555,28,male,23.8,2,no,EMEA,3847.67,916327447,6383689,0
556,46,male,33.4,1,no,NA,8334.59,915569917,3512272,0
557,34,male,34.2,0,no,EMEA,3935.18,667856389,7389577,1
558,35,female,34.1,3,yes,NA,39983.43,229957155,2926257,0
559,19,male,35.5,0,no,NA,1646.43,839892719,4121255,0
560,46,female,20.0,2,no,NA,9193.84,347673921,7985554,0
561,54,female,32.7,0,no,NA,10923.93,434161372,8538879,0
562,27,male,30.5,0,no,EMEA,2494.02,955733936,1722965,0
563,50,male,44.8,1,no,EMEA,9058.73,595357798,3688838,0
564,18,female,32.1,2,no,EMEA,2801.26,371885321,3567997,0
565,19,female,30.5,0,no,NA,2128.43,442129513,1749493,0
566,38,female,40.6,1,no,NA,6373.56,426598799,3832432,0
567,41,male,30.6,2,no,NA,7256.72,928115998,6845717,0
568,49,female,31.9,5,no,EMEA,11552.90,541849368,1886994,0
569,48,male,40.6,2,yes,NA,45702.02,991948651,7447832,0
570,31,female,29.1,0,no,EMEA,3761.29,559897324,1168792,1
571,18,female,37.3,1,no,EMEA,2219.45,572675819,3148918,0
572,30,female,43.1,2,no,EMEA,4753.64,224382149,9387474,0
573,62,female,36.9,1,no,NA,31620.00,942751311,7611687,0
574,57,female,34.3,2,no,NA,13224.06,546789836,9189415,0
575,58,female,27.2,0,no,NA,12222.90,413435473,8159856,0
576,22,male,26.8,0,no,EMEA,1665.00,227279576,2836537,0
577,31,female,38.1,1,yes,NA,58571.07,624147734,6644917,0
578,52,male,30.2,1,no,EMEA,9724.53,986125499,6892543,1
579,25,female,23.5,0,no,NA,3206.49,457565689,3799183,0
580,59,male,25.5,1,no,NA,12913.99,214522852,5843563,0
581,19,male,30.6,0,no,NA,1639.56,322867331,7349495,0
582,39,male,45.4,2,no,EMEA,6356.27,613884596,6427393,0
583,32,female,23.7,1,no,EMEA,17626.24,577531427,8595839,1
584,19,male,20.7,0,no,EMEA,1242.82,453525964,1867455,0
585,33,female,28.3,1,no,EMEA,4779.60,533742275,9389217,0
586,21,male,20.2,3,no,NA,3861.21,492313969,1924794,0
587,34,female,30.2,1,yes,NA,43943.88,411442898,8647184,0
588,61,female,35.9,0,no,NA,13635.64,847821452,2638231,0
589,38,female,30.7,1,no,EMEA,5976.83,366196266,6887227,0
590,58,female,29.0,0,no,EMEA,11842.44,376397497,9885845,0
591,47,male,19.6,1,no,NA,8428.07,612219444,2728372,0
592,20,male,31.1,2,no,EMEA,2566.47,554889711,1444354,0
593,21,female,21.9,1,yes,NA,15359.10,491725171,5144515,0
594,41,male,40.3,0,no,EMEA,5709.16,639224395,8338251,0
595,46,female,33.7,1,no,NA,8823.99,937779789,1631567,0
596,42,female,29.5,2,no,EMEA,7640.31,348429871,9614125,0
597,34,female,33.3,1,no,NA,5594.85,443653124,7168291,0
598,43,male,32.6,2,no,EMEA,7441.50,821264133,1173794,0
599,52,female,37.5,2,no,NA,33471.97,493986451,3437722,0
600,18,female,39.2,0,no,EMEA,1633.04,957774417,4542147,0
601,51,male,31.6,0,no,NA,9174.14,465356756,8748783,0
602,56,female,25.3,0,no,EMEA,11070.54,467559788,8771897,0
603,64,female,39.1,3,no,EMEA,16085.13,312732133,7678947,0
604,19,female,28.3,0,yes,NA,17468.98,245244492,9913382,1
605,51,female,34.1,0,no,EMEA,9283.56,314596314,1975145,0
606,27,female,25.2,0,no,NA,3558.62,923253443,3163985,0
607,59,female,23.7,0,yes,NA,25678.78,476726458,2891327,0
608,28,male,27.0,2,no,NA,4435.09,362474546,8153965,0
609,30,male,37.8,2,yes,EMEA,39241.44,463568297,9692537,0
610,47,female,29.4,1,no,EMEA,8547.69,196964672,2344757,0
611,38,female,34.8,2,no,EMEA,6571.54,199292195,3171171,0
612,18,female,33.2,0,no,NA,2207.70,245736642,4425845,0
613,34,female,19.0,3,no,NA,6753.04,894693558,3997754,1
614,20,female,33.0,0,no,EMEA,1880.07,463531523,8216926,0
615,47,female,36.6,1,yes,EMEA,42969.85,863113769,7714785,0
616,56,female,28.6,0,no,NA,11658.12,382376891,3457192,0
617,49,male,25.6,2,yes,EMEA,23306.55,416261229,4873182,0
618,19,female,33.1,0,yes,EMEA,34439.86,736441954,8719156,0
619,55,female,37.1,0,no,EMEA,10713.64,851814228,8397135,1
620,30,male,31.4,1,no,EMEA,3659.35,629292196,5135595,0
621,37,male,34.1,4,yes,EMEA,40182.25,264354668,6499282,0
622,49,female,21.3,1,no,EMEA,9182.17,143537135,6985521,0
623,18,male,33.5,0,yes,NA,34617.84,412945217,5776648,0
624,59,male,28.8,0,no,NA,12129.61,171856397,4115149,0
625,29,female,26.0,0,no,NA,3736.46,448979845,7496323,0
626,36,male,28.9,3,no,NA,6748.59,792464165,5452347,1
627,33,male,42.5,1,no,EMEA,11326.71,126269149,9817335,1
628,58,male,38.0,0,no,EMEA,11365.95,589194972,7648647,0
629,44,female,39.0,0,yes,NA,42983.46,765529678,3648737,0
630,53,male,36.1,1,no,EMEA,10085.85,482536966,9593591,0
631,24,male,29.3,0,no,EMEA,1977.82,882143672,5638162,0
632,29,female,35.5,0,no,EMEA,3366.67,379249381,4665851,0
633,40,male,22.7,2,no,NA,7173.36,618791254,8217273,0
634,51,male,39.7,1,no,EMEA,9391.35,389763669,5937589,0
635,64,male,38.2,0,no,NA,14410.93,912392514,6487877,0
636,19,female,24.5,1,no,NA,2709.11,438433588,6142858,0
637,35,female,38.1,2,no,NA,24915.05,465138555,1958658,0
638,39,male,26.4,0,yes,NA,20149.32,517177193,8113958,0
639,56,male,33.7,4,no,EMEA,12949.16,524463859,7559236,0
640,33,male,42.4,5,no,EMEA,6666.24,974826246,6837761,0
641,42,male,28.3,3,yes,NA,32787.46,384694457,7945887,0
642,61,male,33.9,0,no,NA,13143.86,135724113,7736773,0
643,23,female,35.0,3,no,NA,4466.62,256562688,9122894,0
644,43,male,35.3,2,no,EMEA,18806.15,224231216,4122132,0
645,48,male,30.8,3,no,NA,10141.14,188693957,1226221,0
646,39,male,26.2,1,no,NA,6123.57,938112725,4941163,0
647,40,female,23.4,3,no,NA,8252.28,462773828,2531451,0
648,18,male,28.5,0,no,NA,1712.23,216275922,5724799,0
649,58,female,33.0,0,no,NA,12430.95,867677554,2993226,0
650,49,female,42.7,2,no,EMEA,9800.89,766838484,4743678,0
651,53,female,39.6,1,no,EMEA,10579.71,149747552,2678211,0
652,48,female,31.1,0,no,EMEA,8280.62,289454179,9632929,0
653,45,female,36.3,2,no,EMEA,8527.53,648462823,6278656,0
654,59,female,35.2,0,no,EMEA,12244.53,459921991,5162958,1
655,52,female,25.3,2,yes,EMEA,24667.42,833572438,6389131,0
656,26,female,42.4,1,no,EMEA,3410.32,829423438,4368589,0
657,27,male,33.2,2,no,NA,4058.71,176652488,4176832,0
658,48,female,35.9,1,no,NA,26392.26,278496367,5946266,0
659,57,female,28.8,4,no,NA,14394.40,794138965,9765765,0
660,37,male,46.5,3,no,EMEA,6435.62,642978117,6327412,0
661,57,female,24.0,1,no,EMEA,22192.44,279954636,5214693,0
662,32,female,31.5,1,no,NA,5148.55,971665669,8239255,0
663,18,male,33.7,0,no,EMEA,1136.40,722576151,1596825,0
664,64,female,23.0,0,yes,EMEA,27037.91,288241716,3323897,0
665,43,male,38.1,2,yes,EMEA,42560.43,752999151,3336958,0
666,49,male,28.7,1,no,EMEA,8703.46,125139273,1385799,0
667,40,female,32.8,2,yes,NA,40003.33,451938833,7799416,0
668,62,male,32.0,0,yes,NA,45710.21,311976729,9117553,0
669,40,female,29.8,1,no,EMEA,6500.24,761912284,9186377,0
670,30,male,31.6,3,no,EMEA,4837.58,845763677,8943818,0
671,29,female,31.2,0,no,NA,3943.60,568666856,5372372,0
672,36,male,29.7,0,no,EMEA,4399.73,556846874,8566885,0
673,41,female,31.0,0,no,EMEA,6185.32,894146429,3646579,0
674,44,female,43.9,2,yes,EMEA,46200.99,121588787,6548945,0
675,45,male,21.4,0,no,NA,7222.79,561266667,6156116,0
676,55,female,40.8,3,no,EMEA,12485.80,274649295,4192197,0
677,60,male,31.4,3,yes,NA,46130.53,784571499,1344159,0
678,56,male,36.1,3,no,EMEA,12363.55,554662297,5714582,0
679,49,female,23.2,2,no,NA,10156.78,869967321,9448397,0
680,21,female,17.4,1,no,EMEA,2585.27,212755925,3249927,0
681,19,male,20.3,0,no,EMEA,1242.26,916421476,6167377,0
682,39,male,35.3,2,yes,EMEA,40103.89,376974558,7946539,0
683,53,male,24.3,0,no,NA,9863.47,167993841,7477654,0
684,33,female,18.5,1,no,EMEA,4766.02,264318485,8574155,0
685,53,male,26.4,2,no,NA,11244.38,373168567,7539799,0
686,42,male,26.1,2,no,NA,7729.65,792486268,4378614,0
687,40,male,41.7,0,no,EMEA,5438.75,559662312,8916271,0
688,47,female,24.1,1,no,EMEA,26236.58,863291121,3725568,0
689,27,male,31.1,1,yes,EMEA,34806.47,322678755,6129179,0
690,21,male,27.4,0,no,NA,2104.11,138178612,5556881,0
691,47,male,36.2,1,no,EMEA,8068.19,493448551,2479819,0
692,20,male,32.4,1,no,NA,2362.23,891549774,7611521,0
693,24,male,23.7,0,no,NA,2352.97,375451364,5746672,0
694,27,female,34.8,1,no,EMEA,3578.00,783815228,7425418,0
695,26,female,40.2,0,no,NA,3201.25,652789741,7851382,0
696,53,female,32.3,2,no,NA,29186.48,988545328,7684517,0
697,41,male,35.8,1,yes,EMEA,40273.65,247538816,6378825,0
698,56,male,33.7,0,no,NA,10976.25,874856772,5312867,0
699,23,female,39.3,2,no,EMEA,3500.61,392152152,4786179,0
700,21,female,34.9,0,no,EMEA,2020.55,171348882,4865824,1
701,50,female,44.7,0,no,NA,9541.70,623145822,8653842,0
702,53,male,41.5,0,no,EMEA,9504.31,452476824,7267726,0
703,34,female,26.4,1,no,NA,5385.34,471287323,5875935,0
704,47,female,29.5,1,no,NA,8930.93,681131171,6491447,0
705,33,female,32.9,2,no,EMEA,5375.04,995186512,8438775,0
706,51,female,38.1,0,yes,EMEA,44400.41,982583263,1525159,0
707,49,male,28.7,3,no,NA,10264.44,127915199,4875745,0
708,31,female,30.5,3,no,NA,6113.23,371411291,8933837,0
709,36,female,27.7,0,no,NA,5469.01,111443384,5716797,0
710,18,male,35.2,1,no,EMEA,1727.54,437195123,5538511,0
711,50,female,23.5,2,no,EMEA,10107.22,215811928,6285845,0
712,43,female,30.7,2,no,NA,8310.84,538914349,7456945,0
713,20,male,40.5,0,no,NA,1984.45,771918293,2519731,0
714,24,female,22.6,0,no,EMEA,2457.50,718843738,5354932,0
715,60,male,28.9,0,no,EMEA,12146.97,948717769,4861764,0
716,49,female,22.6,1,no,NA,9566.99,825852443,9658659,0
717,60,male,24.3,1,no,NA,13112.60,251459247,7882648,1
718,51,female,36.7,2,no,NA,10848.13,918312928,7822229,0
719,58,female,33.4,0,no,NA,12231.61,314566465,7334374,0
720,51,female,40.7,0,no,NA,9875.68,416842744,7718338,0
721,53,male,36.6,3,no,EMEA,11264.54,618166996,4732543,0
722,62,male,37.4,0,no,EMEA,12979.36,112233192,8659746,0
723,19,male,35.4,0,no,EMEA,1263.25,881891348,5174463,0
724,50,female,27.1,1,no,NA,10106.13,497888995,2736671,1
725,30,female,39.1,3,yes,EMEA,40932.43,253548926,5286135,0
726,41,male,28.4,1,no,NA,6664.69,466662812,3915629,0
727,29,female,21.8,1,yes,NA,16657.72,368633636,6438225,0
728,18,female,40.3,0,no,NA,2217.60,576686873,6794899,0
729,41,female,36.1,1,no,EMEA,6781.35,737746566,8913827,0
730,35,male,24.4,3,yes,EMEA,19362.00,816232139,1159592,0
731,53,male,21.4,1,no,EMEA,10065.41,753617131,8632794,0
732,24,female,30.1,3,no,EMEA,4234.93,144316975,5935837,0
733,48,female,27.3,1,no,NA,9447.25,534134769,8491874,0
734,59,female,32.1,3,no,EMEA,14007.22,848421719,9491964,0
735,49,female,34.8,1,no,NA,9583.89,854173287,8996989,0
736,37,female,38.4,0,yes,EMEA,40419.02,745845693,9551444,0
737,26,male,23.7,2,no,EMEA,3484.33,252532858,5218953,0
738,23,male,31.7,3,yes,NA,36189.10,522374337,7453194,0
739,29,male,35.5,2,yes,EMEA,44585.46,433724855,8323219,0
740,45,male,24.0,2,no,NA,8604.48,119773569,8822639,0
741,27,male,29.2,0,yes,EMEA,18246.50,394993222,7476579,1
742,53,male,34.1,0,yes,NA,43254.42,978843789,5232491,0
743,31,female,26.6,0,no,EMEA,3757.84,387125486,2677854,0
744,50,male,26.4,0,no,NA,8827.21,564861461,9198485,0
745,50,female,30.1,1,no,NA,9910.36,639516183,4748884,0
746,34,male,27.0,2,no,EMEA,11737.85,723396613,2912212,0
747,19,male,21.8,0,no,NA,1627.28,764762744,2457853,0
748,47,female,36.0,1,no,EMEA,8556.91,451676585,1188124,0
749,28,male,30.9,0,no,NA,3062.51,536179771,9459958,0
750,37,female,26.4,0,yes,EMEA,19539.24,617155775,1216862,0
751,21,male,29.0,0,no,NA,1906.36,275163352,5871464,0
752,64,male,37.9,0,no,NA,14210.54,229479828,8924277,0
753,58,female,22.8,0,no,EMEA,11833.78,394223721,1827777,0
754,24,male,33.6,4,no,NA,17128.43,826654818,2478177,0
755,31,male,27.6,2,no,NA,5031.27,162253527,5337568,0
756,39,female,22.8,3,no,NA,7985.82,391593263,8976925,0
757,47,female,27.8,0,yes,EMEA,23065.42,971297768,2345549,0
758,30,male,37.4,3,no,NA,5428.73,726346426,2639465,0
759,18,male,38.2,0,yes,EMEA,36307.80,555986265,6394856,0
760,22,female,34.6,2,no,NA,3925.76,719445241,9619426,0
761,23,male,35.2,1,no,EMEA,2416.96,453235648,3538351,0
762,33,male,27.1,1,yes,EMEA,19040.88,698925427,7549181,0
763,27,male,26.0,0,no,NA,3070.81,315853524,7153351,0
764,45,female,25.2,2,no,NA,9095.07,254758218,6448153,0
765,57,female,31.8,0,no,NA,11842.62,186461755,8499365,0
766,47,male,32.3,1,no,EMEA,8062.76,276338137,5746599,0
767,42,female,29.0,1,no,EMEA,7050.64,927126724,1914763,0
768,64,female,39.7,0,no,EMEA,14319.03,132538148,2266472,0
769,38,female,19.5,2,no,NA,6933.24,649765575,2539238,0
770,61,male,36.1,3,no,EMEA,27941.29,386192583,2578289,0
771,53,female,26.7,2,no,EMEA,11150.78,447324833,9737419,0
772,44,female,36.5,0,no,NA,12797.21,874132623,4782843,0
773,19,female,28.9,0,yes,NA,17748.51,968636258,5631958,0
774,41,male,34.2,2,no,NA,7261.74,492974721,8257942,0
775,51,male,33.3,3,no,EMEA,10560.49,822532316,8892772,0
776,40,male,32.3,2,no,NA,6986.70,342669279,7128931,0
777,45,male,39.8,0,no,NA,7448.40,625995381,9762159,0
778,35,male,34.3,3,no,EMEA,5934.38,973737843,9419279,0
779,53,male,28.9,0,no,NA,9869.81,874311688,2914184,0
780,30,male,24.4,3,yes,EMEA,18259.22,537254691,5881484,0
781,18,male,41.1,0,no,EMEA,1146.80,497561315,7351952,0
782,51,male,36.0,1,no,EMEA,9386.16,465235548,1697154,0
783,50,female,27.6,1,yes,EMEA,24520.26,953287338,8327165,0
784,31,female,29.3,1,no,EMEA,4350.51,157726633,7797162,0
785,35,female,27.7,3,no,EMEA,6414.18,925927548,1379653,0
786,60,male,37.0,0,no,NA,12741.17,921548553,9954136,0
787,21,male,36.9,0,no,NA,1917.32,216246371,5935373,0
788,29,male,22.5,3,no,NA,5209.58,357749968,1884733,0
789,62,female,29.9,0,no,EMEA,13457.96,115788411,4889757,0
790,39,female,41.8,0,no,EMEA,5662.23,956679499,5978569,0
791,19,male,27.6,0,no,EMEA,1252.41,879383187,8183484,0
792,22,female,23.2,0,no,NA,2731.91,142584113,5512921,0
793,53,male,20.9,0,yes,EMEA,21195.82,555241352,2541352,0
794,39,female,31.9,2,no,NA,7209.49,345894615,6574783,0
795,27,male,28.5,0,yes,NA,18310.74,211234179,6179317,0
796,30,male,44.2,2,no,EMEA,4266.17,936793695,1361413,0
797,30,female,22.9,1,no,NA,4719.52,853917774,2799242,0
798,58,female,33.1,0,no,EMEA,11848.14,388983418,1857996,0
799,33,male,24.8,0,yes,NA,17904.53,799871421,9464355,0
800,42,female,26.2,1,no,EMEA,7046.72,973173122,3249759,0
801,64,female,36.0,0,no,EMEA,14313.85,563698859,2742677,0
802,21,male,22.3,1,no,EMEA,2103.08,788563374,1195563,0
803,18,female,42.2,0,yes,EMEA,38792.69,942491511,9469291,0
804,23,male,26.5,0,no,EMEA,1815.88,117776896,7973843,0
805,45,female,35.8,0,no,NA,7731.86,347517721,5396386,0
806,40,female,41.4,1,no,NA,28476.73,958615451,2932455,0
807,19,female,36.6,0,no,NA,2136.88,198865534,5553388,0
808,18,male,30.1,0,no,EMEA,1131.51,869558646,7679362,0
809,25,male,25.8,1,no,NA,3309.79,373939877,5854429,0
810,46,female,30.8,3,no,EMEA,9414.92,537451731,9184612,0
811,33,female,42.9,3,no,NA,6360.99,976955497,5692696,0
812,54,male,21.0,2,no,EMEA,11013.71,912131625,8177427,1
813,28,male,22.5,2,no,NA,4428.89,638219735,7474189,0
814,36,male,34.4,2,no,EMEA,5584.31,582514854,5138645,0
815,20,female,31.5,0,no,EMEA,1877.93,119124446,1678329,0
816,24,female,24.2,0,no,NA,2842.76,995387742,6163922,0
817,23,male,37.1,3,no,EMEA,3597.60,491576847,4936146,0
818,47,female,26.1,1,yes,NA,23401.31,159912762,1822346,0
819,33,female,35.5,0,yes,NA,55135.40,446497746,1482247,0
820,45,male,33.7,1,no,EMEA,7445.92,621893959,8669254,0
821,26,male,17.7,0,no,NA,2680.95,536624132,9564881,0
822,18,female,31.1,0,no,EMEA,1621.88,951556535,8971428,0
823,44,female,29.8,2,no,EMEA,8219.20,487716388,6792651,0
824,60,male,24.3,0,no,NA,12523.60,422517848,3518768,0
825,64,female,31.8,2,no,NA,16069.08,647444726,4377828,0
826,56,male,31.8,2,yes,EMEA,43813.87,724852949,8376857,0
827,36,male,28.0,1,yes,NA,20773.63,885452936,3221782,0
828,41,male,30.8,3,yes,NA,39597.41,268857912,6785461,0
829,39,male,21.9,1,no,NA,6117.49,998836132,7631348,0
830,63,male,33.1,0,no,EMEA,13393.76,429695164,4512342,0
831,36,female,25.8,0,no,NA,5266.37,473487753,9268839,0
832,28,female,23.8,2,no,NA,4719.74,665379433,7162565,0
833,58,male,34.4,0,no,NA,11743.93,659348939,1275191,0
834,36,male,33.8,1,no,NA,5377.46,775551376,5447541,0
835,42,male,36.0,2,no,EMEA,7160.33,549839131,2861459,0
836,36,male,31.5,0,no,EMEA,4402.23,951272327,9419157,0
837,56,female,28.3,0,no,NA,11657.72,373175214,5915249,0
838,35,female,23.5,2,no,NA,6402.29,325375133,7685248,0
